name,status
Lob,operating
Lobera Cigars,operating
LocAsian,operating
LocPlanet,operating
LocaMap,operating
LocaModa,operating
Locafox,operating
Local Food Lab,operating
Local ID,operating
Local Lift,operating
Local Magnet,operating
Local Market Launch,operating
Local Media,operating
Local Motion,operating
Local Reputation,operating
LocalMaven.com dba RealtyMaven.com,closed
LocalRealtors.com,operating
LocalSphere inc,operating
LocalView,operating
Localfu,operating
Localize Direct,operating
Locally,operating
Localsensor,operating
Localvore Today,closed
Locate Special Diet,operating
Locatrix Communications,operating
Loccie,operating
LocoMobi,operating
LocoX.com,operating
Locomizer,operating
Locu,operating
Lodgeo,operating
Lodo Software,operating
Loffles,operating
LogFuze,operating
LogRhythm,operating
Logentries,operating
Logi-Serve,operating
LogicLadder,operating
LogicNets,operating
LogicStream Health,operating
Logos Energy,operating
Logz.io,operating
Lohas-tech,operating
"Lojali, LLC",operating
Loki Studios,operating
Lolabox,operating
London Union,operating
Longxun Changtian Technology,operating
Lontra,operating
LookNook,operating
LookUP,operating
Looking Glass,operating
Lookinhotels,operating
Lookwider,operating
Loomia,operating
Loop Survey,operating
Loop54,operating
LoopUp,operating
LooseHead Software,operating
LootWorks,operating
Looxcie,operating
Loozend,operating
Lophius Biosciences,operating
"LotaData, Inc.",operating
Loteda,operating
LotusFlare,operating
Loud Panda Interactive,operating
Loudeye,operating
Louise Entreprises,operating
Love Mondays,operating
Love Warrior Wellness Collective,operating
LoveLula,operating
Lover.ly,operating
Lovli,operating
Lozo,operating
LuRenJia,operating
Luca Technologies,operating
Lucent Health Solutions,operating
Lucidworks,operating
Lucky Oyster,operating
Ludesi,operating
Ludi,operating
Ludium Lab,closed
Lukkin,operating
Lulu,operating
Lulutrip,operating
Luma Resources,operating
Lumara Health,operating
Lumatic,operating
Lumec Control Products,operating
Lumed Science Inc.,operating
Lumend,operating
Lumenetix,operating
Lumenis,operating
Lumetrics,operating
Lumex Instruments,operating
Lumiary,operating
Lumicell,operating
Lumicell Diagnostics,operating
Luminary Micro,operating
Lumiy,operating
Lumos Networks Corporation,operating
Lunagames,operating
Lunaphore Technologies,operating
Luqit,operating
Lutonix,operating
Lux Biosciences,operating
Luxalia,operating
Luxe Energy,operating
Luxodo,operating
Luxul Wireless,operating
Luzaz,operating
Lyatiss,operating
LyfeSystems,operating
Lyfepoints,operating
Lyncean Technologies,operating
Lynk,operating
Lypro Biosciences,operating
LyricFind,operating
Lysac Technologies,operating
Lytmus,operating
LÃ©a et LÃ©o,operating
M Lite Solution,operating
M Squared Lasers,operating
M-Audio,operating
M-Farm,operating
M-Taxi,operating
M.A. Transportation Services,operating
M2 Connections,operating
M4JAM,operating
M8 Media & Tech LLC.,operating
MAG Interactive,operating
MAINtag,operating
MAKEUS,operating
MAX4G,operating
MBDC Media,operating
MBio Diagnostics,operating
MCT Danismanlik AS (MCTAS: Istanbul),operating
MCTX Properties,operating
MComms TV,operating
MD-IT,operating
MDC Media,operating
MDG Medical,operating
MDK Labs GmbH,operating
MDLIVE,operating
MDsave,operating
MEA/NEA,operating
MECLUB,operating
MEDArchon,operating
MEDOVENT,operating
MEDeCOACH,operating
MEG Energy,operating
MENA PRESTIGE,operating
MENABANQER,operating
MEPS Real-Time,operating
MESoft,operating
MGID,operating
MI Airline,operating
MIND C.T.I. Ltd,operating
MINGDAO.COM,operating
MIT Energy Initiative,operating
MJJ Sales,operating
MK2Media,operating
MMJK Inc.,operating
MNG International Investments,operating
MNG Laboratories,operating
MOBEXO,operating
MOBI Wireless Management,operating
MOG,operating
MOO.COM,operating
MOTA Motors,operating
MOgene,operating
MPIRICA Health Analytics,operating
MPSTOR,operating
MR3Health,operating
MRI Steel Framing,operating
MRO,operating
MRPEasy,operating
MRxonline,operating
MSA Management,operating
MSI Methylation Sciences,closed
MSM Protein Technologies,operating
MStar Semiconductor,operating
MT DIGITAL MEDIA,operating
MTI Technology Corporation,operating
MTM Laboratories,operating
MTPV,operating
MTailor,operating
MUV Interactive,operating
MUViZi,operating
MVERSE,operating
MX,operating
MYLOMA GmbH,operating
MYOS,operating
MYTEK Network Solutions,operating
Ma-Maria,operating
Ma-papeterie,operating
MaMaMedia.com,operating
MaSpatule.com,operating
Maboo,operating
Macellum,operating
"MachineShop, Inc",operating
MachineryLink,closed
MacroFab,operating
MacroGenics,operating
Macrovue,operating
Macton Corporation,operating
MadBid.com,operating
Madada,operating
MadeClose,operating
MadeUp,operating
Madvenue,operating
Maeglin Software,operating
Maestrano,operating
Magellan Spine Technologies,operating
Magenta ComputacÃ­on,operating
Magenta Medical,operating
Magic Bus,operating
Magic Leap,operating
Magic Software Enterprises,operating
MagicEvent,operating
MagicRooms Solutions India (P)Ltd.,operating
Magictab,operating
Magneceutical Health,operating
MagniFinance,closed
Magnoliamoda.com,operating
Maguru.dk,operating
Magzter,operating
Maicoin,operating
Maiden Media Group,operating
Maidou International,operating
MailFrontier,operating
Mailbox,closed
Mailjet,operating
Maily,operating
Main Pulze,operating
Main Street Genome,operating
Main Street Hub,closed
MainStreet Bank,operating
Maintenance Assistant,operating
Maison Academia,operating
Maj.io,operating
Make My plate,operating
Make YES! Happen,operating
MakeLeaps,operating
Makeable,operating
Maker Cloud,operating
Makers Alley,operating
MakersTV,operating
MakieLab,closed
Makstr,operating
Maluuba,operating
Mama's Direct Inc.,operating
Mambu,operating
Managed by Q,operating
ManagerComplete,operating
Manas Informatic,operating
Mandelbrot Project,operating
Manflu,operating
Mangatar,operating
Mango,operating
Mango Bay Vacation Rentals,operating
Mango Electronics Design,operating
Mango Reservations,operating
MangoCoinz,operating
Mangstor,operating
Manifact,operating
Manifest Digital,operating
Manitex International,operating
Manjrasoft,operating
Manomasa,operating
Manthan Software Services,operating
Mantis Deposition,operating
Manufacturers' Inventory,operating
Maozhao,operating
Map Decisions,operating
Map That,operating
MapFlagged,operating
MapHazardly,operating
MapMyIndia,operating
Mapi Pharma,operating
Maple,operating
Mapps.com.tr,operating
Marc & Spring,operating
Marcadia Biotech,operating
Mardil Medical,operating
Marerua Ltda,operating
Marginize,operating
Mariam Medical,operating
MarijuanaStocksIndex.com,operating
Marina Biotech,operating
Marina Limousine,operating
Mark Medical,operating
Mark43,operating
MarkMonitor,operating
MarkaVIP,operating
"Market Central,Inc.",operating
Market Force Information,operating
MarketArt,operating
"MarketEnterprise Co.,Ltd.",operating
MarketInvoice,operating
MarketMuse,operating
Marketecture,operating
Marketing.AI,operating
Marketware,operating
Marketwired,operating
Markr,operating
Markwater Handling Systems,operating
Marquiss Wind Power,operating
Marshall Wace,operating
MartMobi Technologies,operating
MaryJane Distribution,operating
MashON,operating
Mask.it,operating
Maskoolin,operating
MassRoots,operating
Massachusetts Life Sciences Center,operating
Massive,operating
Massive Health,operating
Massive Interactive,operating
Massive Solutions,operating
Mast Mobile,operating
Master Route,operating
MasterCourses,operating
Masteriya,operating
Matcha,closed
Matchalarm,operating
Matchbook,operating
Matcherino,operating
Matchmaker Videos,operating
Matchpoint Careers,operating
Mately,operating
Materialise,operating
Materialist,operating
MathCrunch,operating
Matisse Networks,operating
Matlach Investments,operating
Matomy Market,operating
Matricore,operating
Matt Pate,operating
Matter and Form,operating
Maven,operating
Maverick Network Solutions,operating
Maverick Wine Group LLC.,operating
Mavrck,operating
Mawdoo3,operating
MaxVision,operating
Maximus,operating
Maxly,operating
MaxxAthlete,operating
Mayi Zhaopin,operating
Maysound,operating
Mazkara,operating
Md7,operating
Me-Mover,operating
MeMed,operating
MeSixty,operating
Meadow,operating
Meal In A Jar,operating
Mealtek,operating
Measy,operating
Mecenato,operating
Med Condense,operating
Med ePad,operating
Med fusion,operating
MedCPU,closed
MedCity News,operating
MedManage Systems,operating
MedNews,operating
MedPilot,operating
MedSocket,operating
MedSynergies,operating
MedTel.com,operating
MedWhat,operating
Medaphis Physician Services Corporation,operating
Medbox,operating
Medgenome Labs,operating
MediCard,operating
MediSens,operating
Media360,operating
MediaCore,operating
MediaHound,operating
"MediaMap, Inc.",operating
MediaRoost,operating
MediaScrape,operating
MediaShare,closed
MediaSilo,operating
MediaSite,operating
MediaTrust,closed
MediaV,operating
MediaVast,operating
MediaWorks,operating
Medialets,operating
Medical Device Works,operating
Medical Image Mining Laboratories,operating
Medical Reimbursements of America,operating
Medical Simulation,operating
Medicast,operating
MediciNova,closed
Medicine in Practice,operating
Medico.com,operating
Medifacts International,operating
Medify,operating
Medinfi,operating
Medinox,operating
Medisse,operating
Medivantix Technologies,operating
Medivie Therapeutics,operating
Medlio,operating
Medmark,operating
Medmonk,operating
Medocity,operating
Medpike,closed
Medrobotics,operating
Medsonix,operating
Medstro,operating
Medyria,operating
Mee,operating
MeeWee,operating
Meeets,operating
Meelo Logic,operating
Meerkat,operating
Meet Boutique,operating
MeetMe,operating
MeetUniv,operating
MeetonVC,operating
MegaHoot,operating
MegaZebra,operating
Megafash Pte Ltd,operating
Megisto Systems,operating
Meilele,operating
Meitu,operating
Mejuri,operating
Melodigram,operating
Melody Management,operating
Melon Power,operating
Melophone,operating
Melotic,operating
Melty,operating
Meludia,operating
Member Benefits,operating
MemberConnection,operating
MemberPlanet,operating
MembraneX,operating
Memento,operating
Memkite,operating
Memo Therapeutics,operating
Mempile,operating
Memstar,operating
Menias,operating
Menlo Security,operating
MenoGeniX,operating
MentAd,operating
Mentor Me,operating
MentorMob,operating
MentorWave Technologies,operating
Meraki,operating
Mercari,operating
Mercaris,operating
Merchant Exchange,operating
Mercora,operating
Mercury Continuity,operating
Merfac,operating
Merganser Biotech,operating
Merge Labs,operating
Meridian Waste Solutions,operating
Meridian-IQ,operating
Meritage Hospitality Group,operating
Meritage Pharma,operating
Meritful,operating
Merlin Diamonds,operating
Meru Cabs,operating
MesMateriaux,operating
Mesh Korea,operating
Meshify,operating
Mesmo.tv,closed
MesoCoat,operating
Mesolight,operating
Message Bus,operating
MessageUs,operating
MetaChannels,operating
MetaLINCS,operating
MetaTV,operating
Metacrine,operating
Metagenics,operating
Metal Networks,operating
Metallkraft AS,operating
Metao.com,operating
Metaome,operating
Metaps,operating
MeterGenius,operating
MeterHero,operating
Metric Medical Devices,operating
Metrigo,operating
MetroButler,operating
Metromile,operating
Metropolitan App,operating
Metrosis Software Development,operating
Meuugame,operating
Mgv,operating
MiFi,operating
Miami Instruments,operating
Micell Technologies,operating
Micello,operating
Michigan Economic Development Corporation,operating
Micro Interventional Devices,operating
Micro Tempus Inc.,operating
MicroBlend Technologies,operating
MicroDisplay,operating
MicroEdge,operating
MicroEnsure,operating
"MicroPoint Bioscience, Inc.",operating
MicroPower Global,operating
MicroSolar,operating
MicroTransponder,operating
MicroVision,operating
Microbank Software,operating
Microbial Solutions,operating
Microblr,operating
Microbonds,operating
Microinox,operating
Microlanguage,operating
Micronotes,operating
Microprogram Information,operating
Microsaic,operating
Microtask,operating
Microventures,operating
Microvi Biotechnologies,operating
Microvisk Technologies,operating
Mid-America consulting Group,operating
MidWayz,operating
Middle Kingdom Studios,operating
Midfin Systems,operating
Midokura,operating
Midverse Studios,operating
Midwest New Beginnings,operating
Miflora,operating
MightyFingers,operating
MightyMeeting,operating
Migo.me,operating
Miinto Group,operating
Mikme,operating
Mikro Odeme | 3pay,operating
Mile High Organics,operating
Milestone Scientific,operating
Military Cost Cutters,operating
Milk and Honey Shoes,operating
Mill Creek Life Sciences,operating
Millao Inc.,operating
Millennium Entertainment,operating
Millennium Pharmacy Systems,operating
Million Dollar Earth,operating
Milo,operating
Milo Biotechnology,operating
Mimir,operating
Mimosa,closed
Mimosa Systems,operating
"Mind Pirate, Inc.",operating
MindEdge,operating
Minded,operating
Mindri,operating
Mindwork Labs,operating
Mine Shaft Brewing,operating
MineRP,operating
Minefold,operating
Mineloader Software Co. Ltd,operating
MineralRightsWorldwide.com,operating
MineralTree,operating
Minerva Biotechnologies,operating
Minervax,operating
Mingly,operating
MiniBrake,operating
MiniBrew,operating
Minibar Delivery,operating
Minimally invasive devices,operating
Mininavident,operating
"Minio, Inc.",operating
Miniversum,operating
Minka,operating
Mint Solutions,operating
Mintera,operating
Mintos,operating
MinuTrade,operating
Mipagar,operating
MirDeneg,operating
Mira,operating
Mirabilis Medica,operating
Mirador Biomedical,operating
Mirage Networks,operating
Mirakl,operating
Mirimus,operating
Miromatrix Medical,operating
Mirror Digital,closed
MisFit Juicery,operating
Miselu Inc.,operating
MiserWare,operating
Misoca,operating
Misong Cancer Foundation,operating
Miss Limpeza,operating
Mission Markets,operating
Mister Mario,operating
Mistral Solutions,operating
Mithridion,operating
Mitochon Systems,operating
Mitokyne,operating
Mitrionics,operating
Mitro,operating
Mitrol,operating
MixRank,operating
Mixgar,operating
Mixpanel,operating
Mixwit,operating
Mlog,operating
"MoAnima, Inc.",operating
MoEngage,operating
MoPub,operating
MoSync,operating
MobStac,operating
Mobbr Crowd Payments,closed
Mobee Communications Ltd,operating
Mobi Healthcare,operating
Mobi Tech,operating
Mobi Tech International,operating
MobiMagic,operating
MobiTX,operating
Mobibase,operating
Mobilbank,operating
Mobile,operating
Mobile Action,operating
Mobile Active Defense,operating
Mobile Automation,operating
Mobile Captain,operating
Mobile Card,operating
Mobile Complete,operating
Mobile Content Networks,operating
Mobile Digital Media,operating
Mobile Industrial Robots,operating
Mobile Medical Testing,operating
Mobile Patrol,operating
Mobile Pulse,operating
Mobile Satellite Ventures,operating
Mobile Service Pros,operating
Mobile Shareholder,operating
Mobile Tracing Services,operating
MobileAds,operating
MobileApps.com,operating
MobileVeda,operating
Mobileway,operating
Mobileye,operating
Mobilitrix,operating
Mobiliz,operating
MobilyTrip,operating
Mobingi. Inc.,operating
Mobiquity Technologies,operating
Mobius Therapeutics,operating
Moblico,operating
Moblize,operating
MoboFree,operating
Mobocars,operating
Mocavo,operating
Mochila,operating
MocoSpace,operating
Modafirma,operating
Modality,operating
Modbook,operating
Mode Analytics,operating
Mode Diagnostics,operating
Mode Media (fka Glam Media),operating
Modebo,operating
Modenus Media,operating
Modern Guild,operating
Modern Movement,operating
Modern Teacher,operating
ModernMatchMaker,operating
"Modernizing Medicine, Inc.",closed
Modevity,operating
Modiv Media,operating
Modria,operating
ModuleQ,operating
ModusP,operating
Modustri,operating
Mogi,operating
MogiMe,operating
Mohiomap,operating
Moja Outdoors,operating
Moko Social Media,operating
Molcure,operating
Molecular Biometrics,operating
Molecular Formulations,operating
Molecular Match,operating
Mollejuo,operating
Momentum Bioscience,operating
Momentum Telecom,operating
Momo,operating
Momox,operating
Mondeca,operating
Mondo,operating
Mondo Novo Electronics Ltd.,operating
Mondokio,operating
Moneero,operating
Monesbat,operating
Monese,operating
MonetizePlus,operating
Monexo Innovations Limited,operating
Money Forward,operating
Money Transfer System IndiGoShare,operating
Money-Wizards,operating
Money360,operating
MoneyLion,operating
MoneyMenttor,operating
MoneyReef,operating
Moneytree,operating
MongoDB,operating
Monica Healthcare,operating
Monii,operating
Monis,operating
Monitor110,operating
Monitoring Division,operating
Monkey Analytics,operating
Monkey Bizness,operating
MonkeyFind,operating
Monkimun,operating
MonoLibre,operating
"Monoco, Inc.",operating
Monolith,operating
Monsoon Commerce,operating
Monstar Lab,operating
Montage Healthcare Solutions,operating
Montondo Trailer,operating
Mood Technology LTD.,operating
Moodswing,operating
Moomix Gaming,operating
Moonlighting,operating
"Moonshadow Mobile, Inc.",operating
Moonshoot,operating
Moontoast,operating
Moov cc.,operating
Moovenda,operating
Moovo,operating
Moow.life - all interesting nearby!,operating
Moozey,operating
Moqom,operating
More.com,operating
Moresise Bank,operating
Morgan Daniels Training Ltd,operating
Mornin' Glory,operating
Morningside Analytics,closed
Morningstar,operating
Mosaic,operating
Mosaic Mall,operating
Mosaic Storage Systems,operating
Moser Baer Solar,operating
Mosoro,operating
Mosquito Steve,operating
Mostro,operating
Mosyle,operating
MotherKnows,operating
Motiga,operating
Motion Engine,operating
Motion Math,operating
Motion PT Holdings,operating
MotionDSP,operating
MotionPoint,operating
MotionSavvy,operating
Motivity Labs,operating
Motormax,operating
Moultrie Tool Mfg Co,operating
Mountvacation,operating
Move In History,operating
MoveMeant Illustr8ed,operating
"MoveableCode, Inc.",operating
Movellas,operating
Movement Ventures,operating
Moverati,operating
Movigo,operating
Movile,operating
Movimento Group,operating
Movinary,operating
Moving Off Campus,operating
MovingWorlds,operating
Movitas Mobile,operating
Movius Interactive,operating
Movli,operating
Moy Univer,operating
Moya Okruga,closed
Mpex Pharmaceuticals,operating
Mplife.com,operating
Mr Banana,operating
Mr Po Media,operating
Mr. Youth,operating
Mr.Snow,operating
MsTRIAL Productions,operating
Mswipe Technologies,operating
MtoV,operating
Mtone Wireless,operating
Mu Dynamics,operating
Much Better Adventures,operating
Muchasa,operating
MudWatt,operating
Multi-AMP Engineering Sdn,operating
MultiLing Corporation,operating
MultiSense,operating
MultiTouch,operating
MultiZona.com,operating
Multichannel,operating
Multimedia Live,operating
Multipath Networks,operating
Multiwave Photonics,operating
Mumumío,operating
Munax,operating
MuriGen,operating
Musations,operating
Muse Robotics,operating
Muses Labs,operating
Music Kickup,operating
MusicNow,operating
MusicSpoke,operating
Musistic,operating
Muufri,closed
Muuto,operating
Muxlim,operating
Muzooka,operating
MxEnergy,operating
My Best Friends Daycare and Resort,operating
My Digital Shield,operating
My Fashion Database,operating
My Fit Foods,operating
My Health Direct,operating
My Hood,operating
My Mobile Watchdog,operating
My Money Time,operating
My Perfect Gig,operating
My Pick Box,operating
My Point...Exactly,operating
My Study Rewards,operating
My Table,operating
MyBenefitSource,operating
MyCaliforniaCabs.com,operating
MyCheck,operating
MyCityWay,operating
MyColorScreen,operating
MyCube,operating
MyDROBE,operating
MyDatingTree,operating
MyDentist,operating
MyFab,operating
MyFitnessPal,operating
MyFitnessWallet,operating
MyFrontSteps,operating
MyGrove Media,operating
MyLorry,operating
MyMoneyPlatform,operating
MyNewFinancialAdvisor,operating
MyOptique Group,operating
MyPerfectGift.com,operating
MyPermissions,operating
MyPronostic,operating
MyQuoteApp,operating
MyRugbyCV.Com,operating
MySQUAR,operating
MySiteApp,operating
MySongToYou,operating
MyStore,operating
MySupportAssistant,operating
MyTelemedicine.com,operating
MyTinks,operating
MyToons,operating
MyTraining.pro,operating
MyUnifood,operating
MyVR,operating
MyWebzz,operating
Myca Health,operating
Myer,operating
Myfixpert,operating
Myhomepage Ltd.,operating
Myia,operating
Mykonos Software,operating
Myndbee Inc.,operating
Myngle,operating
MyoPowers Medical Technologies,operating
Myriant Technologies,operating
Myrio Solution,operating
Mysimax,operating
Myvillage,operating
Myworldwall,closed
N-1-1,operating
N-Trig,operating
N2 Broadband,operating
NA-KD.com - The next generation fashion marketplace,operating
NAVITIME JAPAN,operating
NAVX,operating
NAZAR,operating
NCT Corporation,operating
NEST Fragrances,operating
NEURA Energy Systems,operating
NEXT Co,operating
NFi Studios,operating
NG1Technologies,operating
NGenTec,operating
NI,operating
NI-O Toys,operating
NI2,operating
NIN Ventures,operating
NKD,operating
NMB Bank,operating
NOC2 Healthcare,operating
NONO,operating
NORCAT,operating
NOW Digital,operating
NOW! Innovations,operating
NOWBOX,operating
NSH Holdco,closed
NSite Software,operating
NTB Media,operating
NUITEQ,closed
NULATO,operating
NXTM,operating
NY Slice,operating
NaHere,operating
Naboomboo,operating
Nabsys,operating
Nabto,operating
Nadanu,operating
Naehas,operating
Naia Pharmaceuticals,operating
Naiku,operating
NailSnaps,operating
Naiscorp Information Technology Services,operating
Naked,operating
Nalace Corporation,closed
Naldo,operating
NameMedia,operating
Namshi,operating
Nanalysis,operating
Nanjing Ruiyue Information Technology,operating
Nano,operating
Nano3D Biosciences,operating
NanoAvionics,operating
NanoBio,operating
NanoFlex Power Corporation,operating
NanoHorizons,operating
NanoMas Technologies,operating
NanoPack,operating
NanoPrecision Holding Company,closed
NanoSteel,operating
NanoVasc,operating
NanoVelos,operating
Nanoledge,operating
Nanolike,operating
Nanolive,operating
Nanorex,operating
Nanoscale Components,operating
Nanotech Semiconductor,operating
Nanotronics Imaging,operating
"Nanovis, Inc.",operating
Nanya Technology Corporation,operating
Napatech,operating
Napkin Labs,operating
Naplyrics.com,operating
Narrable,operating
Narvalous,operating
Nasty Gal,operating
Nasza-klasa.pl,operating
NationWide Primary Healthcare Services,operating
National Banana,operating
National Transportation Exchange,operating
National Veterinary Associates,operating
Native Networks,operating
NativeX,operating
Natrix Separations,operating
Natrogen Therapeutics,operating
Natural Health Group,operating
Natural Restoration Partners,operating
Nature's Therapy,operating
NatureBank,operating
Naubo,closed
Nautal,operating
Nav,operating
NavSemi Energy,operating
Navajo Systems,operating
Navarik,operating
Navatek Alternative Energy Technologies,operating
Navetas Energy Management,operating
NaviMedix,operating
Navic Networks,operating
Navigat Group,operating
Navigenics,operating
Navini Networks,operating
Naviscan,operating
Navita,operating
Nayam Innovations,operating
Naymit,operating
NeGoBuY,operating
Near Page,operating
Neater Pet Brands,operating
Neck Tie Koozies,operating
Necova,operating
"Nectar Online Media, Inc. (nectarOM)",operating
Need Supply,operating
Needish,operating
Needly,operating
Negorama,operating
Negotiant,operating
Nelbee,closed
NellOne Therapeutics,operating
Nellix,operating
Nembol,operating
Nemedia,operating
Nemo,operating
Nemo TV,operating
NeoAccel,operating
NeoNan,operating
NeoZeo,operating
Neoconix,operating
Neodyne Biosciences,operating
Neogrowth,operating
Neomed Institute,operating
Neomend,operating
Neon Labs,operating
NeonGrid (rebranded as DoneBy),operating
Neotropix,operating
Neovacs,operating
Neozone,operating
NerdWallet,operating
Nereus Pharmaceuticals,operating
Nerium Biotechnology,operating
Ness Computing,operating
Nest Wealth,operating
Net Element,operating
Net-Marketing Corporation,operating
NetCom Systems,operating
NetDevices,operating
NetDialog,operating
NetDragon Websoft,operating
NetPress Digital,operating
NetSecure Innovations Inc,operating
NetStreams,operating
Netadmin,operating
Netaxs Internet Services,operating
Netccm,operating
Neteven,operating
Netezza,operating
Netherin Enterprises,operating
Netkey,operating
Netlog,operating
Netqwerk,operating
Netragon,operating
Netsket,operating
Netsocket,operating
Netstory,operating
Netviewer,operating
Network,operating
Network Contract Solutions,operating
Network Optix,operating
Network for Good,operating
NeuCoin,operating
NeuMedics,operating
Neul,operating
Neumob,operating
Neumont University,operating
NeurOp,operating
NeurOptics,operating
Neurio Technology,closed
NeuroBionics,operating
NeuroMem,operating
NeuroSigma,operating
NeuroVive Pharmaceutical,operating
Neurocrine Biosciences,operating
Neurologix,operating
Neuron Systems,operating
Neuronex,operating
Neuros Medical,operating
Neven Vision,operating
Neventum,operating
Neverfrost,operating
Nevigo,operating
Nevis Networks,operating
Nevo Energy,operating
New Avenue Inc.,operating
New Eagle Products,operating
New Ed Inc,closed
New Futuro,operating
New Health Sciences,operating
New Horizons,operating
New Mexico Algae Production,operating
New Planet Technologies,operating
New Prospect Management,operating
New River Innovation,operating
New School of Cooking,operating
New Soda,operating
New Travelcoo,operating
New WORC (III) Development & Management,operating
New Wave Foods,operating
New Wind,operating
New World Development Group,operating
NewBridge Pharmaceuticals,operating
NewDog Technologies,operating
NewHive,operating
NewHound,operating
NewPace Technology Development,operating
NewPow,operating
NewRiver,operating
NewSouth Communications,operating
NewStore,operating
Newfo,operating
Newgen Payments,operating
News Republic,operating
News360,operating
NewsPage,operating
Newsblur,operating
Newsela,operating
Newslines,operating
Newspepper,operating
Newsreps,operating
Newswired,operating
Newton Energy Partners,operating
"Newzmate, Inc.",operating
Newzulu Limited,operating
NexCura,operating
NexGear,operating
NexGen Storage,operating
NexGenix Pharmaceuticals,operating
NexImmune,operating
Nexamp,operating
Nexant,operating
Nexavis,operating
Nexi,operating
Nexidia,operating
Nexosis,operating
Next 2 Greatness,operating
Next Games,operating
Next Gen Illumination,operating
Next Generation Dance,operating
Next New Networks,operating
Next Points,operating
Next audience,operating
NextBank,closed
NextCAT,operating
NextCapital,operating
NextCare,operating
NextGen Healthcare Information Systems,operating
NextGoals,operating
NextHealth Technologies,operating
NextHop Technologies,operating
NextImage Medical,operating
NextLane,operating
NextLevel Health,operating
NextNine - Industrial Strength Cyber Security,operating
NextRequest,operating
NextVR,operating
Nextbit Systems,operating
Nextiva,operating
Nextlanding,operating
Nextt,operating
Nextwave Software,operating
Nexus EnergyHomes,operating
Nexway,operating
Nexx Studio,operating
Nexx Systems,operating
Ngo Han joint stock company,operating
Nibox Inc.,operating
NicheStreem,operating
Nichewith,operating
Nicholas Haddox Records,operating
Nickis.com,operating
Nifty After Fifty,operating
NightStay,operating
Nimaya,operating
Nimbic,operating
Nimbix,operating
Nimble,operating
Nimble Wireless,operating
NimbleHeart,operating
Nimbus Concepts,operating
Nimbus Therapeutics,operating
Nine Iron Innovations,operating
Ninebot,operating
Nines Photovoltaics,operating
Nineteenth Amendment,operating
Ninsight Broadcast,closed
Ninua,operating
Nire iHealth,operating
Nitinol Devices & Components,operating
NitroPCR,operating
Nitronex,operating
Njini,closed
Nlyte Software,operating
No Boundaries Brewing Empire,operating
No Chains,operating
No Wires Needed,operating
No World Borders,operating
Nobex Radio,operating
Noble Life Sciences,operating
Nobly POS - Point of Sales,operating
Noccela,operating
Noitom,operating
Noiz Analytics,operating
NomNom Insights,operating
Nomad Games,operating
Nomanini,operating
Nonabox,operating
Nooga.com,operating
Nook Media,operating
Nookster,operating
Nordic Consumer Portals,operating
Nordic Power Convertors,operating
Nordic Revolve,operating
Nordic River,operating
Nordic Windpower,operating
Nordicplan,operating
North Alabama Robotic Systems,operating
North Labs,operating
North Palm Beach County Surgery Center,operating
NorthStar Systems International,operating
Northstar Nuclear Medicine,operating
Northwest Evaluation Association,operating
Nortis,operating
Norwood Systems,operating
Notable Labs,operating
Notal Vision,operating
NoteWagon,operating
Notify Technology,operating
Notizza,operating
Notonthehighstreet,operating
Nouveaux Riche,operating
Nova Ideas,operating
Nova Lignum,operating
NovaCardia,operating
NovaDigm Therapeutics,operating
Novadiol,operating
Novalys,operating
Novapost,operating
Novare Surgical,operating
Novatium,operating
Novatris,operating
Novavax,operating
Novel SuperTV,operating
NoveltyLab,operating
Novera Optics,operating
NoviMedicine,operating
Novint,operating
Novira Therapeutics,operating
Novitas,operating
NovoDynamics,operating
Novogy,operating
Novomer,operating
Novus,operating
NowFloats,operating
NowPublic,operating
NowThis News,operating
NowledgeData,operating
Nowsta,closed
Noxilizer,operating
Nse Industry,operating
Ntensify,operating
Ntractive,operating
Nu-Med Plus,operating
Nu-Pulse,operating
Nu-Tech Foods,closed
NuFlick,operating
NuPad,operating
NuPark,operating
NuVista Energy,operating
NuVox,operating
Nuage Telecom,operating
Nudipay Mobile Payment,operating
Nuenz,operating
Nugg-it,operating
Nukona,operating
Numari,operating
Number 1 Products and Services,operating
Numbrs AG,operating
Numerate,operating
Numerify,operating
Numerous,operating
Numira Biosciences,operating
Numotion,operating
Nuo Therapeutics,operating
Nuon Therapeutics,operating
NurseBuddy,operating
Nursenav,operating
Nusirt,operating
NutriMe,operating
NutriVentures,operating
Nutrimatix,operating
Nuvo Research,operating
NxtPhase,operating
Nxtfour,operating
Nyotron,operating
Nysa Membrane Technologies,operating
Nyxoah,operating
O Entregador,operating
O'ol Blue,operating
OANDA Corporation,operating
OBMedical,operating
OFACS LLC,operating
OGIO International,operating
OGSystems,operating
OHK Labs,operating
"OIKOS Software, Inc.",operating
OKpanda,operating
OLSET,operating
OMGPOP,operating
ON DEMAND Microelectronics,operating
ONE Change,operating
ONStor,operating
ONtheAIR,operating
ONtheGO Platforms,operating
OOSM,operating
OOgave,operating
OPAL Therapeutics,operating
OQO,operating
OR Productivity,operating
ORIC Pharmaceuticals,operating
ORIFLAMME CO. LTD.,operating
ORIGOLO.COM,operating
OSG Records Management,operating
OTraces,operating
OUTSIDE THE BOX MARKETING,operating
OWNZONES Media Network,operating
OYO Rooms,operating
OYO Sportstoys,operating
OZ Communications,operating
OZZ Electric,operating
